created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Mar 02 02:27:00 +0000 2024;1763752838331593029;"Seorang santri tewas dikeroyok oleh rekannya di sebuah pondok pesantren di Kediri. Selain itu, juga terdapat kasus pelecehan dan "Bully" yang melibatkan anak artis di dunia Pendidikan.  Selengkapnya di #PopNewsKompasTV hari ini, pkl 09.30 WIB!  📺: https://t.co/rUTSoY7Gv2 https://t.co/pD11tU1LaY";0;0;1;4;in;71436318;1763752838331593029;KompasTV;https://twitter.com/KompasTV/status/1763752838331593029
Sat Mar 02 02:26:26 +0000 2024;1763752694735569196;"@kegblgnunfaedh Rata2 ponpes nyari santri sebanyak2nya. Manajemen amburadul. Santri ribuan tapi sop pengawasan GK ada. Setelah kasus Kediri, banyak yg ungkap kasus bullying serupa, miris.";0;0;0;0;in;799402952402141184;1763391751149236646;smart_ori;https://twitter.com/smart_ori/status/1763752694735569196
Sat Mar 02 02:21:59 +0000 2024;1763751575309504623;"masuknya covid pertama kali aku lg mondok. takut, kaget, khawatir karna waktu itu semua santri gaboleh ada yg keluar asrama. panik aku tlp orng rumah, takut ada apa'. eh pas sore nya pengurus pesantren bilang kalau pembelajaran pesantren diliburkan 2 minggu, ditambah 1 minggu-";0;1;0;0;in;1546051254345879553;1763751575309504623;arayydin;https://twitter.com/arayydin/status/1763751575309504623
Sat Mar 02 02:07:09 +0000 2024;1763747842471109004;"@ferrykoto @okkymadasari Lu yang bikin narasi aneh. Siapa yang bilang SELURUH SANTRI? Gak perlu merasa tertuduh kalo memang ga merasa.";0;0;0;0;in;368829673;1763154746498851233;izzaanafisa;https://twitter.com/izzaanafisa/status/1763747842471109004
Sat Mar 02 02:01:11 +0000 2024;1763746341157757368;""Sebagian orang memperlihatkan bahwa dia ingin melindungi mu, namun sebenarnya dia ingin mencelakai mu" https://t.co/hlzzCBIuUW";0;0;6;19;in;1444346640228257792;1763746341157757368;pelitaa_santri;https://twitter.com/pelitaa_santri/status/1763746341157757368
Sat Mar 02 02:00:37 +0000 2024;1763746200350801962;"Santri Tewas Dianiaya Seniornya di Kediri, Kemenag Jatim: Ponpes Tempat Penganiayaan Belum Memiliki Ijin Operasi https://t.co/CnGVPGbGXL";0;1;1;3;in;55507370;1763746200350801962;tvOneNews;https://twitter.com/tvOneNews/status/1763746200350801962
Sat Mar 02 01:59:23 +0000 2024;1763745887946502222;"@Norah0309958159 Silakan di coba, semoga sukses 😆";0;0;0;0;in;1444346640228257792;1758996482718650477;pelitaa_santri;https://twitter.com/pelitaa_santri/status/1763745887946502222
Sat Mar 02 01:58:47 +0000 2024;1763745738939658539;"@kegblgnunfaedh Santri ada yang meninggal Pengurus Pondok : "Senyumin aja nggak siih 😊🙏"";0;0;0;0;in;1384054487476625416;1763391751149236646;Bung_Deww;https://twitter.com/Bung_Deww/status/1763745738939658539
Sat Mar 02 01:53:08 +0000 2024;1763744315497762948;""Berbagi kitab keagamaan ini kita lakukan untuk dapat menambah referensi bacaan bagi para santri dalam memperdalam ilmu agama di Pesantren Wisata Al-Qur'an Palampang.", ucap Haris.";0;0;0;0;in;837213823228489732;1763744301983654388;Rutanpangkep2;https://twitter.com/Rutanpangkep2/status/1763744315497762948
Sat Mar 02 01:53:07 +0000 2024;1763744310951059516;"Dengan adanya pemberian kitab keagamaan ini diharapkan mampu memberikan ilmu tambahan bagi para santri, ilmu untuk dapat menjaga diri, menjadikan diri lebih bijak, dan bermanfaat bagi orang lain.";0;1;0;0;in;837213823228489732;1763744301983654388;Rutanpangkep2;https://twitter.com/Rutanpangkep2/status/1763744310951059516
Sat Mar 02 01:52:03 +0000 2024;1763744045342605624;"@are_inismyname @prabowo Keren program bantuan gizi untuk ibu hamil dan balita serta makan siang gratis bagi pelajar, santri";0;0;1;4;in;222348442;1763389711907987619;hariqosatria;https://twitter.com/hariqosatria/status/1763744045342605624
Sat Mar 02 01:50:11 +0000 2024;1763743575504785636;"Cengar-cengir di Rumah Duka Santri yang Tewas Dianiaya Seniornya, Gus Fatihunnada Sang Pengasuh Ponpes Jadi Sorotan  https://t.co/KnZmHLZEl8 https://t.co/KnZmHLZEl8";0;0;0;0;in;1636627729675337734;1763743575504785636;posaktualcom;https://twitter.com/posaktualcom/status/1763743575504785636
Sat Mar 02 01:48:04 +0000 2024;1763743042832580875;"@tvOneNews bentar lg santri milenial wkwk";0;0;0;0;in;1604000596784082944;1763590815363080341;agifistiadi1;https://twitter.com/agifistiadi1/status/1763743042832580875
Sat Mar 02 01:47:18 +0000 2024;1763742848896450700;"SULTAN  Judul  : Ihya Ulumiddin, al-Ghazali  🖨️ Penerbit : Dar minhaj 📚 Jumlah Jilid : 10 jilid 📃 Kertas : Cream  harga normal: ~2.711.000~  Diskon jadi: 1.980.000  Info dan pemesanan ke https://t.co/d8p9GOkThx https://t.co/Y5ibfF27tr";0;0;0;1;in;869309543397834752;1763742848896450700;santri_keliling;https://twitter.com/santri_keliling/status/1763742848896450700
Sat Mar 02 01:46:40 +0000 2024;1763742690632696047;"sekalinya bener jadi santri, ngantuk bgt inihh🥱😓 https://t.co/zkm8shfv8D";0;0;0;0;in;990520578606956544;1763742690632696047;ndrhlwa_;https://twitter.com/ndrhlwa_/status/1763742690632696047
Sat Mar 02 01:44:08 +0000 2024;1763742050724520128;"Cengar-cengir di Rumah Duka Santri yang Tewas Dianiaya Seniornya, Gus Fatihunnada Sang Pengasuh Ponpes Jadi Sorotan https://t.co/RCFAASwyZx";1;0;3;7;in;3319260420;1763742050724520128;geloraco;https://twitter.com/geloraco/status/1763742050724520128
Sat Mar 02 01:40:33 +0000 2024;1763741149645381967;"@prophetofzorck Mas santri, tolong berikan perbandingan buat akun @fotodakwah terkait shalat qobliah jumat";0;0;0;0;in;1560433279399911424;1763416735728959756;Earthquakesale;https://twitter.com/Earthquakesale/status/1763741149645381967
Sat Mar 02 01:38:40 +0000 2024;1763740676330848582;"@casshava @txtdrimedia Lah pengasuhnya masih santri jg yg senior, paling banter alumni bkn ustadz.";0;0;0;0;in;813654149678047232;1763389695180837029;kangfik22;https://twitter.com/kangfik22/status/1763740676330848582
Sat Mar 02 01:30:15 +0000 2024;1763738555938152678;"🚨Syahadat tauhid,bersaksi bahwa tidak ada Tuhan selain Allah  ➡️Hanya Allah SWT yang wajib disembah.  ➡️ Orang yang hanya menyembah Allah SWT disebut mukmin  ➡️Sedangkan orang yang menyembah selain Allah disebut musyrik. https://t.co/EECB1sAneo";0;0;0;0;in;949862500882771968;1763738555938152678;NurSyahbana9;https://twitter.com/NurSyahbana9/status/1763738555938152678
Sat Mar 02 01:29:10 +0000 2024;1763738284126335339;"15. SYARAH HADITS KE-2 (HADITS JIBRIL) : RUKUN ISLAM, IMAN, IHSAN (bag. 9) https://t.co/TmyCXBuJm7 - Kampoeng Santri https://t.co/6c2cbzrOMy";0;0;0;0;in;3192873755;1763738284126335339;marihiijrahyuk;https://twitter.com/marihiijrahyuk/status/1763738284126335339
Sat Mar 02 01:29:06 +0000 2024;1763738268275986695;"60. THOGHUT DAN MACAM-MACAMNYA (bag. 6 ) | Ustadz Amir as Soronjy, Lc., M.Pd.I. https://t.co/lqFzSRoWIb - Kampoeng Santri https://t.co/pASQDikntN";0;0;0;0;in;3192873755;1763738268275986695;marihiijrahyuk;https://twitter.com/marihiijrahyuk/status/1763738268275986695
Sat Mar 02 01:23:53 +0000 2024;1763736953864778194;"@kegblgnunfaedh Salahhh.... pihak pondok sudah meminta maaf dan langsung dr gus ke rumah pihak keluarga santri membawa beberapa bingkisan juga.";0;0;0;0;in;4670845998;1763391751149236646;WahyuWeid;https://twitter.com/WahyuWeid/status/1763736953864778194
Sat Mar 02 01:19:43 +0000 2024;1763735905930715327;"@kegblgnunfaedh dr pihak ponpes jg harus ada ditahan itu.. gak cm santri'nya";0;0;0;0;in;378521168;1763391751149236646;kunp_201429;https://twitter.com/kunp_201429/status/1763735905930715327
Sat Mar 02 01:15:54 +0000 2024;1763734945124512065;"Santri di Sukabumi Ditemukan Tewas di Kamar Mandi, Polisi: Tersengat Listrik https://t.co/0KlvlTmCCK";0;0;0;0;in;598959076;1763734945124512065;20detik;https://twitter.com/20detik/status/1763734945124512065
Sat Mar 02 01:07:14 +0000 2024;1763732764317348338;"Usut Kematian Santri di Kediri, Polisi Periksa Pengasuh Pondok Pesantren Al Hanifiyyah https://t.co/FJKTgQmREs";0;1;0;3;in;71436318;1763732764317348338;KompasTV;https://twitter.com/KompasTV/status/1763732764317348338
Sat Mar 02 01:02:49 +0000 2024;1763731655028506972;"Penganiayaan Santri di Kediri Hingga Tewas, Pesantren Ikut Dituntut https://t.co/fkaToeOZwt";1;1;8;12;in;17128975;1763731655028506972;CNNIndonesia;https://twitter.com/CNNIndonesia/status/1763731655028506972
Sat Mar 02 01:02:35 +0000 2024;1763731594521829783;"Cengar-cengir di Rumah Duka Santri yang Tewas Dianiaya Seniornya, Gus Fatihunnada Sang Pengasuh Ponpes Jadi Sorotan https://t.co/efA2tcbCVM";0;5;4;8;in;55507370;1763731594521829783;tvOneNews;https://twitter.com/tvOneNews/status/1763731594521829783
Sat Mar 02 00:56:11 +0000 2024;1763729985528094851;"Ipuk Ajak Kaum Santri Jadi Duta Anti-Perundungan https://t.co/c5jznVCQ9j";0;0;0;0;in;584835300;1763729985528094851;GesuriID;https://twitter.com/GesuriID/status/1763729985528094851
Sat Mar 02 00:53:33 +0000 2024;1763729321997561944;"@OpiHW61 @tanyarlfes Mjb, di gunung santri, banten. Kayaknya ns";0;0;0;0;in;1526759741283659778;1763726180342169984;mmartabbak;https://twitter.com/mmartabbak/status/1763729321997561944
Sat Mar 02 00:53:04 +0000 2024;1763729199289049527;"@adekkyungsoo_ @kochengfs kaya santri pondok 😭🤏";0;0;0;0;in;1420213418624098306;1763552105028309267;maayychaa;https://twitter.com/maayychaa/status/1763729199289049527
Sat Mar 02 00:35:05 +0000 2024;1763724673416843587;"@tanyakanrl Sama satu lagi Wadzi : najis, ini berwarna agak keruh dan berbau biasanya, keluar ketika kecapekan atau bareng sama kencing, cukup dibersihkan dan wudhu, sama kayak madzi, gk perlu mandi besar";0;0;0;0;in;1459817384642953219;1763708911016919177;Halim_;https://twitter.com/Halim_/status/1763724673416843587
Sat Mar 02 00:34:17 +0000 2024;1763724473151459594;"@kegblgnunfaedh Berarti pihak pondok mengetahui dan terlibat secara tdk lgsg dg kejadian, minimal bagian kesiswaan/wali santri. Ponpes2 tradisional memang hrs sering di audit, level pengajarnya, background murid nya, dan kurikulum yg di pakai baik formal maupun yg informalnya. Hrs di adukan/BAP.";0;0;0;0;in;152687018;1763391751149236646;AbuZefa;https://twitter.com/AbuZefa/status/1763724473151459594
Sat Mar 02 00:33:29 +0000 2024;1763724272030404669;"@ricxxxkiddo Itu tempat nya bersih tapi belum tentu suci,para santri biasanya mencari barokahnya guru,bekas tapak kakinya,bekas minumnya dan itu keyakinan ,yg gag setuju jangan ribut 🤭";0;0;0;0;in;1619542650;1763530619630522532;YusufKamaruddin;https://twitter.com/YusufKamaruddin/status/1763724272030404669
Sat Mar 02 00:32:15 +0000 2024;1763723962486296587;"@tanyakanrl Mani : tidak najis, tetapi kalau keluar mani (mimpi basah, dll) wajib mandi besar/mandi wajib karena dihukumi hadats besar, ciri" mani jelas ya  Madzi : najis, kalau keluar madzi tidak perlu mandi besar, cukup dibersihkan &amp  wudhu, madzi juga disebut precum, bening &amp  tidak berbau";0;1;0;4;in;1459817384642953219;1763708911016919177;Halim_;https://twitter.com/Halim_/status/1763723962486296587
Sat Mar 02 00:25:41 +0000 2024;1763722308408193492;"@Iyaaaa_iniaku @bdg @bdgfess @halo_bandung @infobdg @CircleKStores @aagym Itu yg nongkrong² jg bukan santri....keknya mahasiswa² yg ngekos daerah situ";0;3;0;3;in;92474544;1763714112327213566;j_lomungil;https://twitter.com/j_lomungil/status/1763722308408193492
Sat Mar 02 00:23:58 +0000 2024;1763721877913321531;"Semangat Imam Hasan bin Ziyad yang menuntut ilmu diusia 80 tahun, tidak tidur memakai alas selama 40 tahun dan menjadi Mufti selama 40 tahun. Beliau santri dari Imam Abu Hanifah yang berusia 160 tahun.  — ta'lim Al Muta'allim https://t.co/azUo5NBnds";0;0;0;0;in;1742824413903626240;1763721877913321531;muzakki15118;https://twitter.com/muzakki15118/status/1763721877913321531
Sat Mar 02 00:21:15 +0000 2024;1763721193264390526;"@sandyalfia96694 Ulama apa ya.? Harusnya ngurus santri ngaji. Malah ikut-ikutan duniawi. Kalau bkn faknya diamnya mutiara.";0;0;0;0;in;1654778292;1763639897397846295;Muhamma65051169;https://twitter.com/Muhamma65051169/status/1763721193264390526
Sat Mar 02 00:20:26 +0000 2024;1763720988678881602;"SARUNG BHS EXCELLENT SKT MIX SILVER   Harga, 650.000/PCS  Info dan pemesanan ke https://t.co/d8p9GOkThx https://t.co/kNd4cfcfJH";0;1;0;0;in;869309543397834752;1763720900124537321;santri_keliling;https://twitter.com/santri_keliling/status/1763720988678881602
Sat Mar 02 00:20:05 +0000 2024;1763720900124537321;"SARUNG BHS EXCELLENT SKT MIX SILVER   Harga, 650.000/PCS  Info dan pemesanan ke https://t.co/d8p9GOkThx https://t.co/86Yie7T2YR";0;1;0;1;in;869309543397834752;1763720900124537321;santri_keliling;https://twitter.com/santri_keliling/status/1763720900124537321
Sat Mar 02 00:20:01 +0000 2024;1763720881938083943;"Bintang Balqis Meninggal Secara Tragis Dianiaya 4 Santri, Wajah dan Tubuh Penuh Luka hingga Darah Tak Berhenti Menetes https://t.co/65OAwKyoMf";0;0;0;0;in;1069396105085911040;1763720881938083943;van3sng;https://twitter.com/van3sng/status/1763720881938083943
Sat Mar 02 00:09:46 +0000 2024;1763718303321874776;"@gus_muslih Maksudnya kira lebih 10 santri, dan dia membangun pondokan kecil di sebelah tempat gudang rosoknya,untuk dijadikan tempat sbgai mejelis . Setiap hari disna slalu melakukan kegiatan rutin entah itu istighozahanberjamaah dll.";0;0;0;0;in;1463975941361717253;1763367227724816817;Maheswara10Yoga;https://twitter.com/Maheswara10Yoga/status/1763718303321874776
Sat Mar 02 00:05:24 +0000 2024;1763717206544928998;"@gus_muslih Samsudin awalnya seorang pengepul rosok, didaerah kabupaten Blitar. Ditahun 2014/2015 dia aktif di FB sbgai pengijazah amalan2 scara umum, hingga dia membuat acara gemblengan2 ilmu instan dg biaya murah. Kemudian banyak pengikut dsna sekitar 10 santri";0;1;0;0;in;1463975941361717253;1763367227724816817;Maheswara10Yoga;https://twitter.com/Maheswara10Yoga/status/1763717206544928998
Fri Mar 01 23:59:06 +0000 2024;1763715620770926730;"Ibu Santri Korban Penganiayaan Minta Pelaku Dihukum Berat dan Pengasuh Ponpes Tanggung Jawab https://t.co/qnDwW2w8K0";0;0;0;3;in;848614550;1763715620770926730;e100ss;https://twitter.com/e100ss/status/1763715620770926730
Fri Mar 01 23:45:29 +0000 2024;1763712191033913406;"@kegblgnunfaedh Santri kelakuan lebih parah dari preman, jd ilmu apa yg di pelajari di pondok itu, klo ga ada yg nempel di kepala yg katanya santri tutup aja pondoknya";0;0;0;0;in;1422177154238849026;1763391751149236646;NazirSurya;https://twitter.com/NazirSurya/status/1763712191033913406
Fri Mar 01 23:45:23 +0000 2024;1763712166107209913;"dikampung ada Pondok khusus orang yang gila, namanya PONDOK LALI JIWO... yg ngelola Islam Jama'ah/LDII/Jokam.... santri gilanya banyak...";0;4;0;8;in;18406448;1763712166107209913;Geyelicius;https://twitter.com/Geyelicius/status/1763712166107209913
Fri Mar 01 23:43:07 +0000 2024;1763711596055138599;"@TheSpecialRay @sifanara @AfifFuadS Kl emang ada yg salah dg amalan2 NU coba suruh sutad2 wahabi itu tabayyun ke ulama2nya sprti gus baha',gus kautsar atau ke pr habaib brni gak?sy jamin gk bakal brni orng diajak diskusi sm yv masih sekelas santri aja mrk kabur🤣";0;0;0;0;in;1725905527962730496;1760700784478703899;ainunnnajib24;https://twitter.com/ainunnnajib24/status/1763711596055138599
Fri Mar 01 23:41:13 +0000 2024;1763711119926210876;"Hahh santri yg meninggal dibunuh it trnyata sblmnya chat ke mamanya minta dijemput pulang tp mamanya gamau..... kesel bgt......";0;0;0;0;in;1591326365864730624;1763711119926210876;loovedive;https://twitter.com/loovedive/status/1763711119926210876
Fri Mar 01 23:33:36 +0000 2024;1763709200289652938;"Sedekah beras utk kebutuhan pangan adik2 santri @PeduliYatimBrsm ... Utk setiap bulannya. Rekening Donasi: 💳 BSI : 7243558535 ( peduli yatim bersama)";0;1;2;3;in;1117250194670637057;1763709200289652938;TaklimN;https://twitter.com/TaklimN/status/1763709200289652938
Fri Mar 01 23:17:22 +0000 2024;1763705115167641841;"Ada uang mau ikut menjadi membahagiakan mereka? santri @PeduliYatimBrsm ? Dengan menjadi orang tua asuh utk pendidikan mereka. Yuk klik link 👉https://t.co/4Yf5CYdwSW";0;1;3;3;in;1117250194670637057;1763705115167641841;TaklimN;https://twitter.com/TaklimN/status/1763705115167641841
Fri Mar 01 23:14:28 +0000 2024;1763704385157337564;"Check out santri salaf's video! #TikTok https://t.co/zNVrk9uACw";0;0;0;0;en;1720200147123183616;1763704385157337564;asjannaib;https://twitter.com/asjannaib/status/1763704385157337564
Fri Mar 01 23:14:17 +0000 2024;1763704340278386872;"Yuk klik link utk bantu  beasiswa adik2 santri @PeduliYatimBrsm https://t.co/4Yf5CYdwSW";0;0;1;1;in;1117250194670637057;1763704340278386872;TaklimN;https://twitter.com/TaklimN/status/1763704340278386872
Fri Mar 01 23:12:33 +0000 2024;1763703903831621858;"PBNU membentuk tim khusus dengan pendekatan sistemik dan strategi yang komprehensif dalam merespons kasus santri Kediri meninggal. https://t.co/ZC8tvvTxRA";0;2;2;16;in;214818815;1763703903831621858;nu_online;https://twitter.com/nu_online/status/1763703903831621858
Fri Mar 01 23:09:26 +0000 2024;1763703119912067570;"Miris! Pelaku Pembunuhan Santri Bintang Balqis Ternyata Sepupu Sendiri, Tega Hajar Saudara Karena Jengkel https://t.co/NLHOLrgYIe";0;0;0;0;in;1320328879760756736;1763703119912067570;JakTimNews1;https://twitter.com/JakTimNews1/status/1763703119912067570
Fri Mar 01 23:09:17 +0000 2024;1763703080271716850;"Miris! Pelaku Pembunuhan Santri Bintang Balqis Ternyata Sepupu Sendiri, Tega Hajar Saudara Karena Jengkel https://t.co/qvcALeXeOV";0;0;0;0;in;1517308066181836800;1763703080271716850;RagamIndones1a;https://twitter.com/RagamIndones1a/status/1763703080271716850
Fri Mar 01 22:54:48 +0000 2024;1763699437078196273;"@SBYudhoyono Sudah lah Pak... sisa umur yg di berikan Allah kepada anda, gunakan dengan sebaik2nya, jangan jejak sejarah akan mencatat anda sebagai "PECUNDANG" #DukungHakAngketDPR";0;0;0;0;in;2781735859;831450474100318208;SantriBaholak;https://twitter.com/SantriBaholak/status/1763699437078196273
Fri Mar 01 22:51:42 +0000 2024;1763698655582908485;"Kasus pembully-an di Pesantren bener" menjadi momok menakutkan di dunia pendidikan. Pemerintah sudah turun tangan dg mendatangi Pesantren".  Mereka datang untuk mencari sample dg menanyai secara acak santri masalah pembully-an, kalau memang ada akan dilakukan rehabilitasi.";0;0;0;1;in;1558797530850201600;1763698655582908485;fadhilah_908;https://twitter.com/fadhilah_908/status/1763698655582908485
Fri Mar 01 22:50:43 +0000 2024;1763698408286720432;"Butuh 121 Kg lagi Utk Beras adek2 santri  Bismillah Bisa Tercukupi 🤲";0;0;2;3;in;969128087827836928;1763698408286720432;FarisLangkat;https://twitter.com/FarisLangkat/status/1763698408286720432
